panel,rna_metric,metric_label,permutation_index,null_spearman_rs,observed_spearman_rs
F,mhcii_cd74_axis,MHC-II/CD74,667,-0.2228893058161351,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,668,-0.0917448405253283,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,669,0.0253283302063789,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,670,0.1900562851782364,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,671,-0.0784240150093808,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,672,-0.075234521575985,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,673,-0.150656660412758,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,674,-0.0105065666041275,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,675,-0.1131332082551595,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,676,-0.0045028142589118,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,677,-0.0277673545966228,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,678,-0.074671669793621,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,679,-0.1808630393996247,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,680,0.0551594746716698,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,681,0.0437148217636022,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,682,0.1954971857410881,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,683,-0.1684803001876172,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,684,0.0183864915572232,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,685,0.0718574108818011,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,686,-0.2401500938086304,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,687,-0.0771106941838649,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,688,0.0378986866791744,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,689,-0.0662288930581613,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,690,-0.0594746716697936,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,691,-0.0470919324577861,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,692,-0.0709193245778611,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,693,0.1157598499061913,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,694,-0.1808630393996247,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,695,0.1724202626641651,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,696,0.0067542213883677,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,697,-0.1412757973733583,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,698,0.1696060037523452,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,699,-0.1838649155722326,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,700,-0.0138836772983114,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,701,0.1774859287054409,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,702,0.0615384615384615,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,703,0.0041275797373358,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,704,0.0086303939962476,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,705,0.4095684803001876,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,706,-0.0262664165103189,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,707,-0.149906191369606,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,708,-0.0908067542213883,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,709,-0.1,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,710,-0.1266416510318949,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,711,-0.1688555347091932,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,712,-0.1088180112570356,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,713,-0.1891181988742964,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,714,0.0071294559099437,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,715,-0.1472795497185741,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,716,-0.0454033771106941,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,717,-0.1594746716697936,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,718,0.0669793621013133,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,719,0.1969981238273921,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,720,-0.1949343339587242,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,721,0.0105065666041275,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,722,9.380863039399e-4,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,723,0.15046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,724,-0.0958724202626641,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,725,-0.275046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,726,0.2099437148217636,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,727,-0.0086303939962476,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,728,-0.0341463414634146,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,729,-0.3737335834896811,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,730,-0.0063789868667917,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,731,-0.2345215759849906,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,732,0.3275797373358349,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,733,0.1848030018761726,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,734,-0.0771106941838649,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,735,-0.223452157598499,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,736,-0.199812382739212,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,737,-0.2129455909943715,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,738,-0.2318949343339587,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,739,-0.0844277673545966,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,740,0.0193245778611632,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,741,0.0857410881801125,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,742,-0.1067542213883677,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,743,0.1018761726078799,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,744,0.1849906191369606,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,745,0.0369606003752345,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,746,-0.0688555347091932,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,747,-0.1469043151969981,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,748,-1.876172607879e-4,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,749,0.1825515947467167,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,750,-0.0607879924953095,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,751,0.0076923076923076,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,752,-0.1142589118198874,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,753,0.0215759849906191,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,754,0.2273921200750469,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,755,-0.0465290806754221,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,756,-0.0437148217636022,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,757,-0.1227016885553471,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,758,0.0596622889305816,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,759,-0.3328330206378987,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,760,-0.1193245778611632,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,761,-0.0061913696060037,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,762,-0.1412757973733583,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,763,0.0547842401500938,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,764,-0.1174484052532833,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,765,0.0067542213883677,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,766,0.2108818011257036,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,767,-0.173358348968105,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,768,-0.1731707317073171,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,769,0.1343339587242026,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,770,0.0699812382739212,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,771,-0.0324577861163227,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,772,-0.1669793621013133,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,773,0.2110694183864916,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,774,0.0960600375234521,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,775,-0.1583489681050656,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,776,-0.0958724202626641,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,777,0.0613508442776735,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,778,-0.2519699812382739,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,779,-0.1953095684803002,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,780,-0.0932457786116322,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,781,-0.3060037523452158,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,782,-0.0682926829268292,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,783,0.0726078799249531,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,784,0.2031894934333959,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,785,0.1803001876172608,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,786,0.1446529080675422,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,787,0.1375234521575985,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,788,-0.0354596622889305,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,789,-0.2227016885553471,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,790,0.0727954971857411,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,791,-0.0908067542213883,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,792,-0.1266416510318949,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,793,0.0771106941838649,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,794,0.2780487804878049,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,795,-0.0885553470919324,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,796,0.1568480300187617,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,797,-0.149343339587242,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,798,0.2294559099437148,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,799,0.1272045028142589,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,800,-0.0712945590994371,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,801,-0.1290806754221388,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,802,0.1660412757973733,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,803,0.0362101313320825,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,804,-0.2806754221388368,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,805,0.0360225140712945,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,806,-0.0251407129455909,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,807,0.2281425891181989,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,808,-0.0360225140712945,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,809,-0.0076923076923076,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,810,-0.125703564727955,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,811,-0.0168855534709193,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,812,-0.3082551594746717,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,813,0.022701688555347,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,814,0.0759849906191369,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,815,0.1075046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,816,0.0090056285178236,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,817,0.0861163227016885,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,818,-0.0425891181988743,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,819,-0.0446529080675422,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,820,0.0163227016885553,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,821,0.2127579737335835,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,822,0.0031894934333958,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,823,-0.3731707317073171,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,824,0.1174484052532833,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,825,0.0761726078799249,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,826,0.1936210131332083,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,827,0.2225140712945591,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,828,-0.1290806754221388,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,829,-0.0673545966228893,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,830,-0.0636022514071294,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,831,0.0075046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,832,-0.276547842401501,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,833,0.1677298311444653,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,834,-0.1470919324577861,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,835,-0.2123827392120075,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,836,0.0941838649155722,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,837,0.048780487804878,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,838,0.1979362101313321,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,839,0.1159474671669793,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,840,-0.0035647279549718,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,841,0.2399624765478424,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,842,-0.0808630393996247,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,843,-0.1857410881801126,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,844,0.0609756097560975,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,845,-0.4223264540337711,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,846,-0.0874296435272045,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,847,0.0318949343339587,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,848,0.2026266416510319,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,849,-9.380863039399e-4,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,850,0.0607879924953095,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,851,0.0692307692307692,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,852,-0.024015009380863,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,853,0.2362101313320825,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,854,-0.1,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,855,-0.0624765478424015,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,856,-0.2166979362101313,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,857,0.0551594746716698,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,858,0.200562851782364,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,859,0.0266416510318949,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,860,0.0333958724202626,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,861,0.1352720450281426,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,862,0.0763602251407129,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,863,-0.1294559099437148,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,864,-0.1463414634146341,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,865,0.2482176360225141,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,866,-0.0711069418386491,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,867,-0.2022514071294559,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,868,-0.0135084427767354,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,869,-0.0969981238273921,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,870,0.0604127579737335,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,871,0.2900562851782364,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,872,0.0508442776735459,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,873,0.0701688555347092,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,874,-0.1870544090056285,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,875,-0.0210131332082551,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,876,0.0427767354596623,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,877,-0.2579737335834897,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,878,0.2677298311444653,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,879,0.1302063789868668,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,880,-0.0660412757973733,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,881,-0.1949343339587242,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,882,-0.2604127579737336,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,883,-0.0075046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,884,0.3131332082551595,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,885,-0.4168855534709193,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,886,-0.0806754221388367,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,887,-0.0590994371482176,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,888,-0.0142589118198874,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,889,-0.0332082551594746,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,890,-0.3330206378986867,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,891,0.1303939962476548,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,892,0.1532833020637899,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,893,0.2335834896810507,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,894,-0.0519699812382739,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,895,0.1898686679174484,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,896,0.1140712945590994,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,897,-0.0454033771106941,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,898,-0.0581613508442776,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,899,-0.0410881801125703,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,900,0.2696060037523453,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,901,-0.2902439024390244,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,902,0.0664165103189493,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,903,-0.0934333958724202,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,904,-0.2450281425891182,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,905,0.3200750469043152,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,906,-0.0664165103189493,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,907,-0.0416510318949343,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,908,0.3108818011257036,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,909,0.0022514071294559,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,910,-0.0872420262664165,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,911,-0.1313320825515947,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,912,0.1637898686679174,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,913,-0.2345215759849906,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,914,-0.0433395872420262,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,915,0.1816135084427767,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,916,-0.1977485928705441,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,917,0.2645403377110695,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,918,0.174296435272045,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,919,0.0859287054409005,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,920,-0.274859287054409,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,921,-0.0033771106941838,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,922,-0.0129455909943714,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,923,0.1819887429643527,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,924,-0.1459662288930582,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,925,-0.1166979362101313,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,926,0.0703564727954972,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,927,-0.1801125703564728,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,928,-0.3684803001876173,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,929,-0.0947467166979362,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,930,-0.1403377110694184,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,931,0.2410881801125703,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,932,-0.1564727954971857,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,933,-0.2283302063789869,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,934,-0.2116322701688555,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,935,-0.0842401500938086,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,936,-0.0125703564727954,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,937,0.0390243902439024,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,938,0.0666041275797373,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,939,0.0424015009380863,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,940,0.0519699812382739,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,941,0.2395872420262664,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,942,-0.0729831144465291,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,943,0.0416510318949343,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,944,0.0373358348968105,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,945,0.1097560975609756,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,946,0.1135084427767354,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,947,-0.0692307692307692,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,948,-0.1018761726078799,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,949,0.1403377110694184,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,950,-0.15046904315197,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,951,0.0774859287054409,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,952,-0.0118198874296435,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,953,-0.2140712945590994,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,954,0.124202626641651,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,955,-0.2581613508442777,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,956,-0.0943714821763602,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,957,-0.1559099437148217,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,958,-0.14953095684803,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,959,-0.1960600375234522,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,960,-0.0318949343339587,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,961,-0.0879924953095684,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,962,-0.0317073170731707,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,963,-0.1953095684803002,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,964,-0.1285178236397748,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,965,0.1343339587242026,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,966,-0.0091932457786116,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,967,0.0810506566604127,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,968,-0.1142589118198874,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,969,0.2825515947467167,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,970,-0.3251407129455911,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,971,0.0348968105065666,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,972,-0.1600375234521576,-0.5165103189493434
F,mhcii_cd74_axis,MHC-II/CD74,973,-0.1378986866791745,-0.5165103189493434
